@relation letter-recognition-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute lettr {T,I,D,N,G,S,B,A,J,M,X,O,R,F,C,H,W,L,P,E,V,Y,Q,U,K,Z}
@attribute ' x_box' numeric
@attribute ' y_box' numeric
@attribute ' width' numeric
@attribute ' high' numeric
@attribute ' onpix' numeric
@attribute ' x_bar' numeric
@attribute ' y_bar' numeric
@attribute ' x2bar' numeric
@attribute ' y2bar' numeric
@attribute ' xybar' numeric
@attribute ' x2ybr' numeric
@attribute ' xy2br' numeric
@attribute ' x_ege' numeric
@attribute ' xegvy' numeric
@attribute ' y_ege' numeric
@attribute ' yegvx' numeric

@data
U,0.333333,0.666667,0.4,0.466667,0.133333,0.466667,0.266667,0.933333,0.4,0.466667,1,0.533333,0.2,0.6,0,8
S,0.2,0.266667,0.266667,0.4,0.133333,0.533333,0.533333,0.4,0.6,0.333333,0.333333,0.333333,0,0.533333,0.6,7
F,0.333333,0.4,0.333333,0.533333,0.133333,0.066667,0.933333,0.333333,0.2,0.8,0.6,0.333333,0,0.533333,0.2,6
J,0.2,0.6,0.266667,0.466667,0.266667,0.6,0.4,0.066667,0.4,0.733333,0.266667,0.466667,0,0.4,0.066667,6
R,0.2,0.4,0.266667,0.266667,0.266667,0.4,0.466667,0.333333,0.333333,0.466667,0.4,0.466667,0.2,0.466667,0.266667,9
E,0.2,0.133333,0.2,0.266667,0.2,0.466667,0.533333,0.333333,0.466667,0.466667,0.333333,0.6,0.133333,0.533333,0.333333,10
P,0.4,0.6,0.4,0.266667,0.266667,0.533333,0.6,0.333333,0.2,0.666667,0.333333,0.333333,0.333333,0.666667,0.333333,6
I,0.133333,0.133333,0.066667,0.266667,0.066667,0.466667,0.466667,0.066667,0.466667,0.466667,0.4,0.533333,0,0.533333,0.2,8
K,0.466667,0.666667,0.6,0.533333,0.6,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.466667,0.466667,0.4,0.6,13
D,0.266667,0.666667,0.4,0.466667,0.266667,0.533333,0.4,0.533333,0.466667,0.266667,0.333333,0.2,0.2,0.533333,0.266667,8
B,0.266667,0.466667,0.4,0.333333,0.466667,0.6,0.4,0.266667,0.266667,0.4,0.4,0.466667,0.466667,0.533333,0.4,7
H,0.333333,0.666667,0.466667,0.533333,0.4,0.466667,0.6,0.533333,0.333333,0.533333,0.333333,0.4,0.2,0.466667,0.466667,10
M,0.466667,0.666667,0.666667,0.466667,0.466667,0.6,0.4,0.133333,0.333333,0.6,0.333333,0.466667,0.533333,0.4,0.133333,8
P,0.4,0.733333,0.466667,0.533333,0.2,0.266667,0.866667,0.6,0.133333,0.666667,0.4,0.266667,0.066667,0.666667,0.266667,8
O,0.266667,0.533333,0.4,0.4,0.266667,0.533333,0.333333,0.533333,0.266667,0.466667,0.333333,0.533333,0.2,0.533333,0.2,8
S,0.133333,0.533333,0.2,0.4,0.2,0.533333,0.466667,0.466667,0.333333,0.466667,0.4,0.466667,0.133333,0.6,0.533333,8
K,0.266667,0.466667,0.4,0.333333,0.266667,0.2,0.533333,0.2,0.466667,0.733333,0.733333,0.8,0.2,0.533333,0.2,5
V,0.466667,0.666667,0.466667,0.533333,0.2,0.2,0.733333,0.266667,0.266667,0.666667,0.8,0.533333,0.2,0.666667,0.066667,8
F,0.466667,0.733333,0.666667,0.533333,0.333333,0.4,0.733333,0.133333,0.466667,0.933333,0.466667,0.266667,0.066667,0.666667,0.133333,7
Y,0.2,0.266667,0.333333,0.4,0.066667,0.4,0.666667,0.2,0.133333,0.6,0.866667,0.533333,0.066667,0.733333,0,8
D,0.266667,0.4,0.4,0.266667,0.2,0.733333,0.4,0.2,0.533333,0.733333,0.2,0.4,0.2,0.533333,0.2,9
Z,0.066667,0,0.066667,0.066667,0,0.466667,0.466667,0.133333,0.666667,0.533333,0.4,0.533333,0,0.533333,0.4,8
Q,0.2,0.333333,0.2,0.4,0.2,0.466667,0.533333,0.4,0.2,0.533333,0.533333,0.6,0.2,0.533333,0.333333,7
S,0.533333,0.933333,0.533333,0.533333,0.266667,0.6,0.266667,0.266667,0.266667,0.866667,0.333333,0.533333,0.2,0.666667,0.2,8
B,0.333333,0.466667,0.466667,0.333333,0.4,0.533333,0.4,0.333333,0.4,0.6,0.4,0.466667,0.2,0.6,0.4,10
K,0.533333,0.866667,0.6,0.466667,0.333333,0.4,0.466667,0.2,0.4,0.666667,0.533333,0.666667,0.4,0.666667,0.266667,7
V,0.2,0.666667,0.333333,0.466667,0.133333,0.333333,0.533333,0.333333,0.2,0.6,0.933333,0.533333,0.2,0.666667,0,8
B,0.266667,0.466667,0.266667,0.333333,0.2,0.4,0.466667,0.6,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.6,10
Y,0.133333,0.133333,0.266667,0.266667,0.133333,0.4,0.666667,0.066667,0.466667,0.466667,0.733333,0.6,0.066667,0.733333,0.066667,8
O,0.2,0.266667,0.266667,0.2,0.133333,0.466667,0.466667,0.466667,0.333333,0.466667,0.4,0.533333,0.133333,0.533333,0.2,8
Z,0.4,0.666667,0.533333,0.466667,0.333333,0.533333,0.4,0.2,0.666667,0.8,0.266667,0.6,0.066667,0.466667,0.4,9
L,0.133333,0.2,0.2,0.133333,0.066667,0.4,0.266667,0.066667,0.533333,0.466667,0.133333,0.666667,0,0.466667,0.133333,8
J,0.066667,0.2,0.133333,0.133333,0.066667,0.666667,0.4,0.133333,0.4,0.8,0.266667,0.6,0,0.466667,0.066667,7
Z,0.066667,0.2,0.2,0.133333,0.066667,0.466667,0.533333,0.066667,0.6,0.733333,0.466667,0.466667,0.066667,0.533333,0.333333,7
A,0.2,0.333333,0.333333,0.466667,0.133333,0.466667,0.466667,0.2,0.066667,0.4,0,0.533333,0.2,0.466667,0.066667,8
L,0.2,0.333333,0.266667,0.333333,0.2,0.533333,0.466667,0.266667,0.333333,0.466667,0.4,0.533333,0.2,0.533333,0.466667,10
J,0.133333,0.333333,0.2,0.2,0.066667,0.666667,0.466667,0.066667,0.466667,0.8,0.2,0.466667,0,0.466667,0.066667,7
Q,0.333333,0.4,0.4,0.533333,0.333333,0.533333,0.466667,0.4,0.2,0.466667,0.466667,0.8,0.2,0.533333,0.4,8
N,0.066667,0.2,0.133333,0.066667,0.066667,0.466667,0.533333,0.333333,0.2,0.466667,0.466667,0.466667,0.266667,0.533333,0.066667,6
Z,0.133333,0.4,0.2,0.266667,0.066667,0.466667,0.466667,0.2,0.866667,0.6,0.4,0.533333,0,0.533333,0.533333,8
E,0.266667,0.6,0.333333,0.466667,0.2,0.2,0.466667,0.4,0.733333,0.466667,0.4,1,0,0.533333,0.466667,7
J,0.266667,0.466667,0.2,0.666667,0.2,0.6,0.466667,0.2,0.2,0.733333,0.266667,0.333333,0.2,0.533333,0.4,9
D,0.266667,0.533333,0.333333,0.4,0.2,0.333333,0.466667,0.666667,0.666667,0.4,0.333333,0.4,0.2,0.533333,0.266667,8
O,0.333333,0.666667,0.4,0.533333,0.333333,0.466667,0.533333,0.6,0.4,0.533333,0.533333,0.4,0.266667,0.533333,0.333333,10
L,0.2,0.4,0.266667,0.266667,0.133333,0.333333,0.266667,0.2,0.533333,0.2,0.133333,0.4,0.066667,0.4,0.133333,5
V,0.266667,0.333333,0.333333,0.266667,0.133333,0.266667,0.8,0.266667,0.266667,0.733333,0.733333,0.4,0.133333,0.666667,0.066667,8
X,0.4,0.666667,0.6,0.533333,0.4,0.466667,0.466667,0,0.533333,0.6,0.4,0.533333,0.2,0.533333,0.266667,7
J,0.333333,0.533333,0.4,0.4,0.2,0.4,0.4,0.266667,0.333333,0.933333,0.533333,0.8,0.066667,0.4,0.066667,7
N,0.466667,0.666667,0.666667,0.533333,0.333333,0.466667,0.533333,0.2,0.333333,0.666667,0.4,0.466667,0.466667,0.533333,0.066667,8
H,0.2,0.333333,0.333333,0.466667,0.266667,0.666667,0.733333,0.2,0.133333,0.466667,0.533333,0.533333,0.2,0.666667,0.466667,9
A,0.133333,0.466667,0.266667,0.333333,0.2,0.866667,0.2,0.2,0.133333,0.666667,0.066667,0.533333,0.133333,0.4,0.133333,8
P,0.266667,0.4,0.333333,0.6,0.6,0.533333,0.466667,0.333333,0,0.466667,0.4,0.466667,0.4,0.666667,0.4,9
A,0.266667,0.6,0.4,0.4,0.133333,0.666667,0.333333,0.2,0.066667,0.533333,0.066667,0.6,0.133333,0.466667,0.133333,8
F,0.266667,0.533333,0.333333,0.4,0.2,0.333333,0.666667,0.266667,0.4,0.733333,0.666667,0.333333,0.133333,0.666667,0.2,5
X,0.2,0.266667,0.4,0.2,0.133333,0.466667,0.466667,0.066667,0.6,0.666667,0.4,0.533333,0.133333,0.533333,0.2,7
D,0.333333,0.733333,0.4,0.6,0.266667,0.333333,0.533333,0.733333,0.6,0.533333,0.466667,0.333333,0.2,0.533333,0.266667,8
V,0.2,0.466667,0.333333,0.333333,0.2,0.6,0.733333,0.133333,0.133333,0.266667,0.666667,0.533333,0.133333,0.8,0.066667,8
P,0.466667,0.666667,0.4,0.333333,0.266667,0.666667,0.466667,0.266667,0.266667,0.8,0.266667,0.333333,0.266667,0.733333,0.333333,9
F,0.333333,0.6,0.4,0.466667,0.4,0.4,0.6,0.266667,0.4,0.6,0.6,0.4,0.333333,0.6,0.2,6
P,0.4,0.733333,0.6,0.533333,0.333333,0.533333,0.666667,0.466667,0.333333,0.666667,0.266667,0.2,0.2,0.666667,0.266667,8
Y,0.266667,0.666667,0.4,0.533333,0.133333,0.6,0.733333,0,0.266667,0.4,0.733333,0.533333,0,0.666667,0,8
W,0.2,0.2,0.266667,0.266667,0.133333,0.333333,0.533333,0.266667,0.066667,0.466667,0.6,0.533333,0.466667,0.666667,0,8
P,0.4,0.6,0.533333,0.466667,0.333333,0.4,0.733333,0.466667,0.2,0.733333,0.333333,0.2,0.133333,0.666667,0.266667,8
J,0.333333,0.4,0.466667,0.466667,0.4,0.466667,0.533333,0.266667,0.333333,0.466667,0.466667,0.533333,0.266667,0.4,0.533333,6
E,0.266667,0.133333,0.266667,0.266667,0.2,0.533333,0.466667,0.4,0.666667,0.4,0.333333,0.6,0.133333,0.533333,0.4,8
S,0.266667,0.533333,0.333333,0.4,0.2,0.466667,0.333333,0.4,0.6,0.333333,0.4,0.666667,0,0.6,0.6,8
E,0.2,0.466667,0.2,0.333333,0.133333,0.2,0.533333,0.4,0.733333,0.466667,0.333333,0.933333,0,0.533333,0.466667,8
B,0.333333,0.6,0.466667,0.466667,0.4,0.466667,0.6,0.333333,0.4,0.666667,0.4,0.4,0.2,0.533333,0.466667,8
I,0.066667,0.6,0.066667,0.466667,0.066667,0.466667,0.466667,0,0.6,0.466667,0.4,0.533333,0,0.533333,0.2,8
S,0.4,0.533333,0.466667,0.4,0.266667,0.6,0.4,0.266667,0.4,0.666667,0.2,0.533333,0.133333,0.533333,0.333333,10
S,0.2,0.533333,0.266667,0.4,0.2,0.533333,0.4,0.533333,0.4,0.466667,0.533333,0.6,0.133333,0.666667,0.6,8
C,0.2,0.466667,0.266667,0.333333,0.133333,0.333333,0.533333,0.4,0.466667,0.4,0.533333,0.866667,0.066667,0.533333,0.266667,10
M,0.533333,0.666667,0.733333,0.533333,0.6,0.6,0.4,0.133333,0.333333,0.6,0.266667,0.466667,0.733333,0.6,0.2,8
P,0.6,0.666667,0.466667,0.333333,0.2,0.4,0.733333,0.4,0.133333,0.733333,0.333333,0.333333,0.266667,0.666667,0.266667,8
R,0.133333,0.266667,0.266667,0.2,0.2,0.466667,0.533333,0.266667,0.266667,0.6,0.333333,0.533333,0.133333,0.4,0.2,10
U,0.2,0.533333,0.333333,0.4,0.4,0.533333,0.466667,0.266667,0.266667,0.4,0.466667,0.533333,0.466667,0.6,0.333333,6
U,0.4,0.4,0.4,0.266667,0.2,0.266667,0.533333,0.333333,0.533333,0.733333,0.733333,0.6,0.2,0.6,0.133333,6
D,0.2,0.533333,0.266667,0.4,0.133333,0.333333,0.466667,0.666667,0.533333,0.466667,0.466667,0.333333,0.2,0.533333,0.266667,8
U,0.133333,0.066667,0.2,0.066667,0.066667,0.466667,0.333333,0.733333,0.333333,0.466667,0.933333,0.533333,0.2,0.666667,0,8
J,0.133333,0.333333,0.2,0.266667,0.133333,0.666667,0.466667,0.133333,0.4,0.733333,0.2,0.466667,0.066667,0.4,0.133333,7
Z,0.466667,0.866667,0.466667,0.466667,0.333333,0.4,0.466667,0.133333,0.6,0.733333,0.4,0.533333,0.266667,0.333333,0.533333,6
F,0.333333,0.733333,0.466667,0.533333,0.4,0.466667,0.6,0.2,0.4,0.8,0.466667,0.4,0.2,0.6,0.133333,7
V,0.066667,0,0.133333,0.066667,0,0.533333,0.6,0.266667,0.133333,0.466667,0.8,0.533333,0.133333,0.666667,0,8
M,0.4,0.333333,0.533333,0.266667,0.466667,0.4,0.6,0.333333,0.2,0.4,0.266667,0.533333,0.866667,0.533333,0.333333,7
U,0.2,0.4,0.266667,0.266667,0.066667,0.466667,0.333333,0.866667,0.333333,0.466667,0.866667,0.533333,0.2,0.6,0,8
B,0.2,0.466667,0.266667,0.333333,0.333333,0.466667,0.466667,0.266667,0.4,0.4,0.4,0.4,0.133333,0.533333,0.333333,10
L,0.266667,0.533333,0.4,0.4,0.266667,0.4,0.333333,0.066667,0.6,0.466667,0.133333,0.666667,0,0.4,0.2,8
T,0.266667,0.666667,0.333333,0.533333,0.2,0.533333,0.866667,0,0.333333,0.466667,0.666667,0.533333,0,0.533333,0,8
D,0.533333,0.8,0.533333,0.4,0.266667,0.6,0.266667,0.266667,0.4,0.8,0.2,0.533333,0.333333,0.4,0.333333,10
T,0.4,0.733333,0.4,0.533333,0.266667,0.4,0.666667,0.066667,0.666667,0.733333,0.6,0.333333,0.133333,0.533333,0.266667,4
O,0.333333,0.533333,0.466667,0.4,0.266667,0.466667,0.333333,0.533333,0.266667,0.4,0.266667,0.466667,0.2,0.6,0.266667,9
T,0.066667,0,0.133333,0.066667,0,0.466667,0.933333,0.066667,0.266667,0.466667,0.666667,0.533333,0,0.533333,0,8
U,0.266667,0.2,0.333333,0.133333,0.133333,0.333333,0.533333,0.333333,0.466667,0.666667,0.666667,0.6,0.2,0.6,0.133333,6
D,0.133333,0.266667,0.266667,0.133333,0.133333,0.6,0.4,0.266667,0.4,0.733333,0.266667,0.4,0.133333,0.533333,0.2,8
R,0.266667,0.533333,0.333333,0.333333,0.2,0.333333,0.733333,0.533333,0.2,0.466667,0.266667,0.533333,0.2,0.466667,0.4,11
G,0.466667,0.666667,0.466667,0.466667,0.333333,0.333333,0.466667,0.466667,0.4,0.6,0.533333,0.666667,0.133333,0.6,0.333333,9
D,0.133333,0.066667,0.133333,0.133333,0.066667,0.4,0.466667,0.533333,0.466667,0.4,0.4,0.4,0.133333,0.533333,0.2,8
S,0.2,0.533333,0.266667,0.4,0.266667,0.466667,0.466667,0.466667,0.333333,0.466667,0.4,0.533333,0.133333,0.533333,0.533333,8
S,0.466667,0.666667,0.6,0.533333,0.666667,0.6,0.333333,0.333333,0.266667,0.6,0.4,0.6,0.4,0.6,0.8,11
M,0.4,0.666667,0.6,0.533333,0.533333,0.466667,0.466667,0.133333,0.266667,0.6,0.466667,0.533333,0.533333,0.4,0.133333,8
M,0.266667,0.533333,0.4,0.4,0.533333,0.6,0.4,0.133333,0.133333,0.533333,0.266667,0.533333,0.466667,0.466667,0.133333,5
D,0.4,0.466667,0.533333,0.4,0.4,0.333333,0.466667,0.4,0.466667,0.466667,0.266667,0.466667,0.2,0.4,0.333333,6
Z,0.266667,0.6,0.4,0.466667,0.266667,0.533333,0.4,0.133333,0.6,0.8,0.333333,0.6,0.2,0.4,0.533333,8
W,0.266667,0.6,0.466667,0.466667,0.333333,0.6,0.533333,0.266667,0.066667,0.4,0.6,0.533333,0.466667,0.733333,0,8
C,0.133333,0.066667,0.2,0.133333,0.066667,0.4,0.533333,0.4,0.466667,0.466667,0.533333,0.8,0.066667,0.6,0.266667,10
K,0.2,0.4,0.266667,0.266667,0.266667,0.4,0.466667,0.2,0.466667,0.4,0.4,0.6,0.2,0.533333,0.4,10
J,0.4,0.6,0.6,0.466667,0.333333,0.533333,0.333333,0.466667,0.466667,0.533333,0.4,0.466667,0.133333,0.4,0.266667,6
A,0.4,0.6,0.533333,0.533333,0.533333,0.533333,0.466667,0.2,0.333333,0.466667,0.533333,0.533333,0.4,0.533333,0.266667,5
D,0.333333,0.8,0.333333,0.4,0.266667,0.533333,0.466667,0.2,0.4,0.666667,0.333333,0.466667,0.333333,0.533333,0.466667,6
C,0.266667,0.533333,0.4,0.4,0.266667,0.533333,0.533333,0.533333,0.4,0.466667,0.4,0.533333,0.266667,0.466667,0.266667,8
V,0.2,0.266667,0.266667,0.2,0.066667,0.266667,0.8,0.2,0.2,0.666667,0.733333,0.466667,0.133333,0.733333,0.066667,8
S,0.266667,0.466667,0.266667,0.333333,0.133333,0.6,0.666667,0.4,0.6,0.333333,0.4,0.4,0,0.466667,0.533333,9
F,0.266667,0.6,0.4,0.4,0.266667,0.6,0.533333,0.066667,0.4,0.866667,0.333333,0.333333,0.066667,0.666667,0.133333,9
A,0.333333,0.666667,0.466667,0.533333,0.333333,0.533333,0.2,0.2,0.066667,0.466667,0.066667,0.533333,0.333333,0.6,0.333333,8
B,0.2,0.133333,0.266667,0.2,0.2,0.533333,0.466667,0.333333,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.4,9
N,0.133333,0.2,0.2,0.133333,0.133333,0.466667,0.6,0.333333,0.266667,0.466667,0.4,0.466667,0.333333,0.6,0.133333,7
U,0.4,0.666667,0.333333,0.4,0.2,0.4,0.4,0.266667,0.266667,0.4,0.466667,0.533333,0.333333,0.333333,0.133333,8
S,0.266667,0.666667,0.333333,0.533333,0.333333,0.466667,0.466667,0.333333,0.533333,0.333333,0.4,0.533333,0,0.533333,0.6,8
Q,0.133333,0.333333,0.2,0.4,0.2,0.533333,0.533333,0.466667,0.133333,0.333333,0.466667,0.666667,0.2,0.6,0.333333,9
F,0.266667,0.533333,0.266667,0.333333,0.066667,0.066667,0.866667,0.333333,0.333333,0.8,0.733333,0.466667,0,0.533333,0.133333,6
F,0.266667,0.6,0.4,0.4,0.333333,0.333333,0.666667,0.266667,0.4,0.666667,0.666667,0.4,0.133333,0.666667,0.2,6
X,0.333333,0.666667,0.533333,0.533333,0.266667,0.533333,0.466667,0.266667,0.666667,0.4,0.4,0.533333,0.266667,0.4,0.533333,9
A,0.2,0.466667,0.333333,0.333333,0.2,0.733333,0.2,0.133333,0.133333,0.533333,0.133333,0.6,0.2,0.266667,0.133333,8
B,0.266667,0.6,0.266667,0.4,0.2,0.4,0.466667,0.6,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.6,10
O,0.333333,0.6,0.4,0.466667,0.333333,0.466667,0.466667,0.533333,0.466667,0.466667,0.4,0.466667,0.133333,0.533333,0.2,8
J,0.133333,0.4,0.2,0.266667,0.066667,0.933333,0.066667,0.4,0.333333,0.933333,0.133333,0.733333,0,0.466667,0,8
H,0.266667,0.533333,0.333333,0.333333,0.133333,0.466667,0.333333,1,0.066667,0.466667,0.6,0.533333,0.2,0.533333,0,8
M,0.4,0.6,0.466667,0.266667,0.2,0.4,0.6,0.333333,0.333333,0.266667,0.266667,0.666667,0.533333,0.466667,0.133333,8
I,0.2,0.466667,0.266667,0.333333,0.133333,0.466667,0.466667,0,0.466667,0.866667,0.4,0.533333,0,0.533333,0.066667,7
W,0.4,0.666667,0.4,0.533333,0.4,0.133333,0.666667,0.133333,0.2,0.666667,0.6,0.533333,0.466667,0.733333,0.133333,6
N,0.2,0.4,0.266667,0.266667,0.2,0.4,0.466667,0.533333,0.333333,0.466667,0.333333,0.466667,0.2,0.466667,0.2,8
A,0.066667,0.2,0.133333,0.133333,0.066667,0.666667,0.2,0.133333,0.066667,0.6,0.133333,0.6,0.066667,0.4,0.066667,8
S,0.133333,0.2,0.266667,0.066667,0.066667,0.466667,0.533333,0.133333,0.4,0.666667,0.333333,0.466667,0.066667,0.533333,0.266667,8
P,0.066667,0,0.066667,0,0,0.333333,0.666667,0.4,0.066667,0.6,0.4,0.333333,0,0.6,0.133333,8
D,0.4,0.6,0.533333,0.533333,0.533333,0.466667,0.4,0.333333,0.466667,0.466667,0.333333,0.6,0.4,0.333333,0.6,4
M,0.466667,0.6,0.666667,0.466667,0.4,0.333333,0.4,0.266667,0.333333,0.733333,0.666667,0.733333,0.733333,0.333333,0.266667,8
T,0.266667,0.533333,0.333333,0.4,0.333333,0.533333,0.733333,0.2,0.4,0.4,0.733333,0.533333,0.2,0.8,0.066667,7
L,0.2,0.4,0.266667,0.266667,0.133333,0.333333,0.333333,0.066667,0.6,0.4,0.133333,0.733333,0,0.533333,0.2,7
X,0.2,0.4,0.266667,0.266667,0.066667,0.466667,0.466667,0.266667,0.266667,0.466667,0.4,0.533333,0.2,0.533333,0.266667,8
G,0.133333,0.266667,0.2,0.4,0.133333,0.466667,0.466667,0.533333,0.4,0.333333,0.466667,0.6,0.133333,0.466667,0.333333,11
D,0.4,0.666667,0.533333,0.533333,0.333333,0.666667,0.333333,0.266667,0.533333,0.733333,0.2,0.466667,0.266667,0.4,0.266667,9
E,0.2,0.266667,0.266667,0.4,0.133333,0.2,0.533333,0.4,0.666667,0.466667,0.4,0.933333,0,0.533333,0.466667,7
N,0.133333,0.2,0.133333,0.066667,0.066667,0.4,0.6,0.4,0.2,0.533333,0.466667,0.533333,0.266667,0.6,0.066667,7
G,0.133333,0.266667,0.2,0.2,0.133333,0.4,0.4,0.4,0.333333,0.4,0.4,0.6,0.133333,0.533333,0.266667,8
V,0.466667,0.666667,0.4,0.533333,0.2,0.133333,0.733333,0.333333,0.333333,0.8,0.8,0.533333,0.133333,0.666667,0.066667,8
A,0.133333,0.466667,0.266667,0.266667,0.133333,0.466667,0.2,0.2,0.133333,0.466667,0.133333,0.533333,0.2,0.466667,0.133333,8
E,0.333333,0.6,0.266667,0.266667,0.133333,0.533333,0.466667,0.266667,0.266667,0.666667,0.333333,0.666667,0.2,0.533333,0.466667,10
K,0.266667,0.333333,0.333333,0.533333,0.133333,0.2,0.4,0.466667,0.2,0.466667,0.533333,0.8,0.2,0.533333,0.2,10
M,0.4,0.6,0.6,0.4,0.4,0.333333,0.466667,0.2,0.333333,0.666667,0.666667,0.6,0.533333,0.4,0.2,8
L,0.333333,0.733333,0.333333,0.4,0.2,0.466667,0.333333,0.2,0.333333,0.8,0.466667,0.733333,0.2,0.533333,0.4,9
T,0.333333,0.4,0.333333,0.266667,0.133333,0.333333,0.8,0.2,0.533333,0.8,0.6,0.266667,0.066667,0.733333,0.133333,4
G,0.133333,0.266667,0.266667,0.2,0.133333,0.466667,0.4,0.4,0.4,0.4,0.4,0.666667,0.133333,0.6,0.266667,9
J,0.133333,0.266667,0.266667,0.2,0.066667,0.533333,0.533333,0.133333,0.466667,1,0.333333,0.533333,0,0.466667,0.066667,8
F,0.333333,0.666667,0.333333,0.466667,0.133333,0.066667,0.933333,0.333333,0.266667,0.8,0.666667,0.4,0,0.533333,0.133333,5
W,0.466667,0.533333,0.466667,0.4,0.4,0.4,0.733333,0.333333,0.133333,0.6,0.4,0.4,0.533333,0.866667,0.266667,4
A,0.2,0.4,0.333333,0.266667,0.2,0.8,0.2,0.133333,0.133333,0.6,0.133333,0.6,0.133333,0.4,0.133333,8
K,0.4,0.733333,0.533333,0.533333,0.333333,0.6,0.333333,0.066667,0.466667,0.666667,0.2,0.6,0.333333,0.6,0.333333,11
P,0.066667,0.066667,0.133333,0.133333,0.066667,0.333333,0.666667,0.266667,0.266667,0.666667,0.533333,0.266667,0.066667,0.6,0.2,7
M,0.466667,0.4,0.6,0.333333,0.6,0.466667,0.466667,0.333333,0.266667,0.4,0.333333,0.533333,0.666667,0.533333,0.333333,5
O,0.133333,0.4,0.2,0.266667,0.133333,0.533333,0.466667,0.466667,0.333333,0.466667,0.4,0.6,0.133333,0.533333,0.2,8
S,0.266667,0.733333,0.333333,0.533333,0.2,0.4,0.4,0.4,0.6,0.266667,0.4,0.6,0,0.6,0.6,8
C,0.266667,0.4,0.4,0.333333,0.333333,0.266667,0.466667,0.2,0.4,0.4,0.4,0.666667,0.266667,0.666667,0.466667,7
O,0.066667,0,0.133333,0.066667,0,0.533333,0.466667,0.4,0.266667,0.466667,0.4,0.533333,0.133333,0.533333,0.2,8
Z,0.133333,0.066667,0.2,0.133333,0.066667,0.466667,0.466667,0.333333,0.6,0.4,0.4,0.6,0.066667,0.533333,0.466667,8
X,0.266667,0.6,0.4,0.466667,0.4,0.6,0.466667,0.2,0.4,0.466667,0.266667,0.333333,0.4,0.4,0.6,8
W,0.266667,0.266667,0.333333,0.2,0.2,0.4,0.733333,0.333333,0.133333,0.533333,0.466667,0.4,0.4,0.733333,0.133333,6
B,0.266667,0.6,0.266667,0.4,0.333333,0.4,0.4,0.533333,0.4,0.4,0.4,0.466667,0.133333,0.533333,0.466667,9
C,0.4,0.733333,0.4,0.533333,0.266667,0.266667,0.533333,0.333333,0.4,0.8,0.666667,0.733333,0.133333,0.666667,0.2,7
F,0.133333,0.266667,0.2,0.2,0.133333,0.333333,0.666667,0.2,0.333333,0.666667,0.6,0.333333,0.066667,0.666667,0.2,6
I,0.066667,0.266667,0,0.4,0,0.466667,0.466667,0.266667,0.266667,0.466667,0.4,0.533333,0,0.533333,0,8
B,0.066667,0.2,0.133333,0.133333,0.066667,0.533333,0.466667,0.2,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.2,9
P,0.2,0.266667,0.333333,0.133333,0.133333,0.533333,0.6,0.2,0.333333,0.866667,0.266667,0.2,0.066667,0.666667,0.2,8
K,0.733333,0.933333,0.666667,0.533333,0.266667,0.4,0.533333,0.2,0.466667,0.6,0.533333,0.666667,0.4,0.533333,0.266667,6
U,0.266667,0.333333,0.333333,0.266667,0.133333,0.333333,0.533333,0.333333,0.533333,0.666667,0.533333,0.533333,0.2,0.6,0.2,5
N,0.2,0.533333,0.266667,0.4,0.133333,0.466667,0.466667,0.933333,0.133333,0.333333,0.4,0.533333,0.333333,0.533333,0,8
Y,0.266667,0.733333,0.4,0.533333,0.066667,0.466667,0.733333,0.133333,0.2,0.533333,0.8,0.533333,0.066667,0.733333,0,8
I,0.2,0.333333,0.333333,0.4,0.266667,0.533333,0.533333,0.266667,0.266667,0.466667,0.4,0.533333,0.2,0.466667,0.533333,8
Q,0.533333,1,0.466667,0.533333,0.266667,0.533333,0.333333,0.266667,0.6,0.733333,0.266667,0.666667,0.2,0.4,0.6,9
Q,0.266667,0.333333,0.266667,0.466667,0.266667,0.6,0.466667,0.4,0.133333,0.533333,0.4,0.733333,0.2,0.6,0.4,8
Z,0.066667,0,0.066667,0,0,0.533333,0.466667,0.133333,0.6,0.533333,0.4,0.533333,0,0.533333,0.333333,8
F,0.266667,0.333333,0.333333,0.4,0.333333,0.466667,0.6,0.333333,0.266667,0.533333,0.4,0.466667,0.266667,0.6,0.533333,7
M,0.533333,0.666667,0.733333,0.533333,0.533333,0.6,0.4,0.133333,0.333333,0.6,0.4,0.466667,0.533333,0.4,0.133333,8
D,0.266667,0.466667,0.333333,0.333333,0.133333,0.333333,0.466667,0.666667,0.6,0.466667,0.4,0.333333,0.2,0.533333,0.266667,8
N,0.133333,0.2,0.2,0.066667,0.066667,0.533333,0.6,0.2,0.266667,0.666667,0.266667,0.4,0.266667,0.6,0.066667,7
W,0.333333,0.666667,0.533333,0.533333,0.333333,0.2,0.666667,0.2,0.2,0.6,0.666667,0.6,0.533333,0.733333,0.066667,8
U,0.266667,0.6,0.266667,0.4,0.266667,0.466667,0.333333,0.866667,0.333333,0.466667,0.666667,0.533333,0.2,0.6,0,8
